	Code	Skill Key	Skill Name	Activation	Target	Requirement	Description	
	6.3	util_enchant_area	Enchant: Area	Active	tile		Enchant 3-radius area with active elemental properties	
	6.3	util_stoic	Stoic	Passive			May continue Incantation while receiving damage	
	6.3	util_napalm_strike	Napalm Strike	Active	enemy_single		Non-elemental Bolt. Bolt Skills bonus applies.	
	6.3	util_napalm_blaster	Napalm Blaster	Active	self		Creates non-elemental field surrounding self that prevents enemies from entering 3-tiles radius from Elementalist.	
	6.3	util_switch	Switch	Active	self		Exchange MP with HP at 1:1 ratio	
	6.3	util_elemental_spirit	Elemental Spirit	Active	self		Summon Elemental Spirit based on attunement. 1 Spirit per Elementalist	
	6.3	util_elemental_spirit_greater	Elemental Spirit: Greater	Passive			Increase Elemental Spirit stats	
	7.1	soul_mechanics	Unlock: Soul mechanics	Passive			Unlock Soul mechanics with 6 Soul slot. Increased with higher INT.	
	7.1	soul_memento	Memento	Passive			Soul can be carried over between battle	
	7.1	soul_harvest	Soul Harvest	Passive			Harvest soul from fallen non-Undead enemies	
	7.1	soul_animate_dead	Animate Dead	Active	corpse	is_not_undead, has_soul	Raise Undead army from fallen non-Undead enemies. Target must still have unharvested Soul. Animated corpse will randomly attack enemies.	
	7.1	soul_animate_dead_metabolic_rage	Animate Dead: Metabollic Rage	Passive			Animated corpses can move faster	
	7.1	soul_animate_dead_hardened_cell	Animate Dead: Hardened Cell	Passive			Animated corpses have higher Defense	
	7.1	soul_animate_dead_muscular_regenreration	Animate Dead: Muscular Regeneration	Passive			Animated corpses have higher Physical Attack	
	7.1	soul_shield	Soul Shield	Active	ally_single		Creates Ablative Shield using Soul.	
	7.1	soul_corpse_explosion	Corpse Explosion	Active	corpse	is_not_undead, has_soul	Explodes a corpse, dealing damage in 3-radius area and spreading status effects	
	7.1	soul_restoration	Soul Restoration	Active	self		Uses Soul to restore HP	
	7.1	soul_walking_bomb	Walking Bomb	Active	enemy_single		Can be used on undead and living target. Target explodes when dying and lost its Soul. Explosion is 3-tiles radius.	
	7.1	soul_walking_bomb_death_nova	Walking Bomb: Death Nova	Passive			Exploding target may impart 1 random Impairment at units caught in blast radius. Impairment is selected from learned Hexes skills.	
	7.1	soul_phase_shift	Phase Shift	Active	self		The next attack against caster will deal zero damage	
	7.1	soul_consume	Soul Consume	Active	self		Use Soul to remove one random Impairment	
	7.1	soul_vampirism	Vampirism	Active	enemy_single		Apply Vampiric Mark on a target. All allies except the caster siphon HP when target receives damage, distributed equally.	
	7.1	soul_putrid_inscription	Putrid Inscription	Active	enemy_single		Transfer one random Physical/Mental impairments to target	
	7.1	soul_poison_cloud	Poison Cloud	Active	aoe		Uses Soul to create a Poison Cloud at 3-tiles radius	
	7.2	hexes_life_drain	Life Drain	Active	enemy_single	is_not_undead	Drains HP from non-Undead target. Effectiveness increases with more Soul.	
	7.2	hexes_life_leech	Life Leech	Active	self		Drains HP with each physical damage done to non-Undead target. Effectiveness increases with more Soul	
	7.2	hexes_weakness	Weakness	Active	enemy_single	is_not_undead	Severely reduce target's STR and VIT	
	7.2	hexes_horror	Horror	Active	enemy_single	is_not_undead	May cause Panic.	
	7.2	hexes_numb	Numb	Active	enemy_single	is_not_undead	Severely reduce target's AGI and DEX	
	7.2	hexes_blindness	Blindness	Active	enemy_single	is_not_undead	Severely reduce target's Accuracy and Dodge. 	
	7.2	hexes_curse	Curse	Active	enemy_single	is_not_undead	Cursed target cannot be healed. Every actions taken randomly inflict Dark-element damage and may incapacitate target	
	7.2	hexes_slumber	Slumber	Active	enemy_single	is_not_undead	Sleeping target do not regenerate AP. They will be awakened when they take damage. 	
	7.2	hexes_slumber_nightmare	Slumber: Nightmare	Passive			Slumber deals Dark-element damage per second. This damage does not awaken taret	
	7.2	hexes_heresy	Heresy	Active	enemy_single	is_not_undead	Reduces target's FAI to 0	
	7.2	hexes_possession	Possession	Active	enemy_single	is_not_undead	Mind control a target. Target regenerates AP at the same rate as does the caster. Mental Check is performed every turn.	
	7.2	hexes_corruption	Corruption	Active	enemy_single	is_not_undead	Randomly converts one Buff from target into an Impairment.	
	7.2	hexes_unholy_martyr	Unholy Martyr	Active	self		Transfer allies' Mental Impairments within 3-tiles to caster	
	7.2	hexes_suffocating_void	Suffocating Void	Active	enemy_single	is_not_undead	Deals Dark-element damage per second	
	7.2	hexes_capsize	Capsize	Active	ally_single	is_not_undead	Switch HP by percentage with an ally. If used on Ward, can only occur once.	
	7.2	hexes_capsize_universal	Capsize: Universal	Passive	any		Capsize can be used against enemies. Mental Check applies.	
	7.2	hexes_ward_implement	Hexes Ward Implement	Active	ally_ward_free		Allow Hexes skills to be implemented on a Ward	
	7.3	dark_field_effect_chaos	Field Effect Chaos	Active	map		Shuffle Field Effect	
	7.3	dark_rainbow_effect	Rainbow Effect	Passive			Increase Dark-element damage based on the number of distinct elements in Field Effects	
	7.3	dark_axe_mastery	Axe Mastery	Passive			Axe damage increases with number of Souls. Attacks using Axe does not end turn.	
	7.3	dark_mirror_image	Mirror Image	Active	ally_single		Creates a mirror image. Mirror image take random actions against enemy but deal zero damage. Immediately disappears when suffers non-zero damage.	
	7.3	dark_mirror_image_spread	Mirror Image: Spread	Passive			Can create up to 3 mirror image.	
	7.3	dark_mirror_image_phantasm	Mirror Image: Phantasm	Passive			Mirror image now deals Dark damage	
	7.3	dark_mirror_image_subspace	Mirror Image: Subspace	Passive			Mirror image has half of caster's HP	
	7.3	dark_mirror_image_explosion	Mirror Image: Explosion	Passive			Mirror image explodes when dying. 2-tiles radius	
	7.3	dark_mirror_image_absolve	Mirror Image: Absolve	Active	mirror_image		Immediately destroys an image	
	7.3	dark_enchant_armor	Dark Enchantment Armor	Active	ally_single		Enchant Dark element to ally's armor	
	7.3	dark_enchant_weapon	Dark Enchantment Weapon	Active	ally_single		Enchant Dark element to ally's weapon	
	7.3	dark_enchant_spectral	Dark: Spectral	Passive			Spectral-Enchanted weapon bypass 25% armor	
	7.3	dark_blood_sacrifice	Blood Sacrifice	Active	ally_single		Absorb ally's HP to heal caster's HP. 50% efficiency, improved with more Soul.	
	7.3	dark_soul_engrave	Soul Engrave	Non-combat		equipment_has_slot	Engrave a Soul to slottable equipment	
	7.3	dark_soul_slot	Soul Slotting	Non-combat		equipment_has_free_slot	Creates a Soul Slot on equipment	
	7.3	dark_reaper_scythe	Reaper Scythe	Active	self	has_equipped_axe	Transform Axe into Reaper's Scythe. Scythe is 3-tiles Melee weapon and attacks in 180-degrees. Each swing consumes Soul.	
	7.3	dark_reaper_scythe_otherworld	Reaper Scythe: Otherworld	Passive			Confers very high chance of Pierce and Bypass Armor to Scythe	
	8.1	gestalt_unlock	Unlock: Gestalt Mechanics	Passive			Gestalt meter is filled by attacking opponents with Bow or Melee. Fist and Firearms do not fill Gestalt meter.	
	8.1	gestalt_bow_acceleration	Gestalt: Bow Acceleration	Passive			Boosts Gestalt meter fill when performing Bow attacks	
	8.1	gestalt_owl	Owl	Active	self		Summons Owl. Cannot attack. Has Owl Sight: reveals Stealted enemies and trap in 3-tiles radius	
	8.1	gestalt_hawk	Hawk	Active	self		Summons Hawk. Cannot attack. Has Blitz: attack all enemies in 3-tiles radius	
	8.1	gestalt_hawk_blazing_wake	Hawk: Blazing Wake	Active	tile		Commands Hawk to attack in straight line, 3-tiles wide	
	8.1	gestalt_wolf	Wolf	Active	self		Summons Wolf, nimble fighter	
	8.1	gestalt_bear	Bear	Active	self		Summons Bear, heavy fighter	
	8.1	gestalt_bear_lacerate	Bear: Lacerate	Active	enemy_single		Bleeds target	
	8.1	gestalt_spider	Spider	Active	self		Summons Spider. Cannot attack. Has Spider Web: Webbed target cannot move, but can still attack and use skills	
	8.1	gestalt_spider_toxic_spit	Spider: Toxic Spit	Active	aoe		Spits poison, 3-tiles radius	
	8.1	gestalt_phoenix	Phoenix	Active	self		Summons Phoenix. Cannot attack. Has Heal	
	8.1	gestalt_phoenix_resurrect	Phoenix: Resurrect	Active	ally_single		Resurrects a single ally. Phoenix disappears.	
	8.1	gestalt_carrion_swarm	Carrion Swarm	Active	self		Summons Carrion Swarm. Cannot attack. Has Swarm: attack a target, slows AP regeneration, and chance to inflict Blind	
	8.1	gestalt_unicorn	Unicorn	Active	self		Summons Unicorn, all-around fighter	
	8.1	gestalt_golem	Golem	Active	self		Summons Golem, slow-devastating attack and high Defense	
	8.1	gestalt_golem_earthen_fist	Golem: Earthen Fist	Active	self		5-tiles radius attack around Golem, 75% chance to Stagger all unit inside AoE	
	8.1	gestalt_dragonling	Dragonling	Active	self		Summons Dragonling, airborne fighter. Defaults to Fire element. Enchant weapon with different element to change Dragonling's element. Accepts Ice, Wind, and Dark element.	
	8.1	gestalt_dragonling_breath	Dragonling: Breath	Active	aoe		Breathe at 3-tiles radius	
	8.2	geomancy_deluge	Deluge	Active	aoe		Neutral | Ice. 3-tiles radius	
	8.2	geomancy_deluge_quagmire	Deluge: Quagmire	Passive			Severely reduce AGI to units in Deluge	
	8.2	geomancy_fissure	Fissure	Active	aoe		Earth | Fire. 3-tiles radius	
	8.2	geomancy_fissure_seismic	Fissure: Seismic	Passive			Fissure has chance to Stagger	
	8.2	geomancy_gust	Gust	Active	aoe		Wind | Ice, Fire. 3-tiles radius	
	8.2	geomancy_gust_storm	Gust: Storm	Passive			Upgrades to 5-tiles radius	
	8.2	geomancy_lavaflow	Lavaflow	Active	aoe		Fire. 8-tiles range, 2-tiles wide.	
	8.2	geomancy_lavaflow_eruption	Lavaflow: Eruption	Passive			Tiles with lava may randomly erupt and damage units 2-tiles away	
	8.2	geomancy_boulder	Boulder	Active	aoe		Earth | Ice, Fire. 8-tiles range, 3-tiles wide.	
	8.2	geomancy_boulder_trail	Boulder: Trail	Passive			Leave trails when using Ice or Fire element	
	8.2	geomancy_entangling_roots	Entangling Roots	Active	aoe		Earth | Ice, Fire. 3-tiles radius. All targets become immobile. Roots can be destroyed.	
	8.2	geomancy_starfall	Starfall	Active	aoe		Neutral | Ice, Fire, Wind. 3-tiles radius, targeting only enemies. Up to 32 starfalls in 3 seconds. Maximum 8 starfalls per second.	
	8.2	geomancy_starfall_deep_impact	Starfall: Deep Impact	Passive			Creates Smog 2-radius around impact. May cause Blind.	
	8.2	geomancy_tree_of_life	Tree of Life	Active	self		Transforms caster into immobile Tree of Life, granting steady regeneration to allies within 3-tiles radius	
	8.2	geomancy_tree_of_life_elixir	Tree of Life: Elixir	Passive			May remove Physical Impairment and Maim from allies by chance.	
	8.2	geomancy_whisperwind	Whisperwind	Active	self		For the next 3 seconds, caster becomes Earth element and does not occupy tile. Caster can still be targeted and suffer normal damage	
	8.2	geomancy_nature_bestow	Nature Bestow	Passive	self		Tile conditions except fire do not impede action costs	
	8.3	nature_glyph_teleportation	Glyph of Teleportation	Active	tile_empty		Portals can only be used by allies and unidirectional. One end of the Portal must be Channeled to remain open	
	8.3	nature_glyph_teleportation_bypass	Teleportation: Bypass	Passive			Projectiles can be 'teleported' through portals	
	8.3	nature_glyph_teleportation_negative_entropy	Teleportation: Negative Entropy	Passive			Portal lasts for 1 extra second after Channeling stops	
	8.3	nature_glyph_teleportation_bidirectional	Teleportation: Bidirectional	Passive			Portal upgrades to bidirectional	
	8.3	nature_glyph_teleportation_unstable	Teleportation: Unstable	Passive			Channeled Portal explodes when closed	
	8.3	nature_glyph_repulsion	Glyph of Repulsion	Active	aoe		Enemies entering the glyph will be knocked back and receive Earth damage	
	8.3	nature_glyph_imprisonment	Glyph of Imprisonment	Active	aoe		Enemies leaving the glyph will be jailed in an suffer Earth damage. 3-tiles radius	
	8.3	nature_glyph_levitation	Glyph of Levitation	Active	aoe		Can be used to change elevation. Levitates all units inside glyph, rendering them unable to perform physical melee attacks or skills	
	8.3	nature_glyph_tranquility	Glyph of Tranquility	Active	aoe		Negates all magical attacks targeting glyphed regions. Anyone inside glyph cannot use Incantation skill.	
	8.3	nature_glyph_paralysis	Glyph of Paralysis	Active	aoe		Applies Shocked to all units entering Glyph	
	8.3	nature_glyph_stability	Glyph of Stability	Active	aoe		Units inside Glyph cannot be Staggered	
	8.3	nature_wisp_form	Wisp Form	Active	self		Turns self into Wisp for 3 seconds. Wisp is invulnerable to magical damage.	
	8.3	nature_petrify	Petrify	Active	enemy_single		Turns target into stone in 3 seconds	
	8.3	nature_rock_armor	Rock Armor	Active	ally_single		Adds extra layer of Armor Points to target. Earth element.	
	8.3	nature_inversion	Inversion	Active	ally_single		Swap places with an ally	
	8.3	nature_inversion_adversary	Inversion: Adversary	Passive	any		Swap places with an enemy. Intelligence Check applies	
	8.3	nature_glyph_mastery	Glyph Mastery	Passive			Allows 2 active Glyphs	
	9.1	psionics_stasis	Stasis	Active	any		Puts target in Stasis. Target is immune to damage but cannot perform any actions	
	9.1	psionics_pillar	Pillar	Active	tile_empty		Make tiles impassable	
	9.1	psionics_inspire	Inspire	Active	ally_single		Ends turn and immediately fills target's AP pool	
	9.1	psionics_safety_wall	Safety Wall	Active	tile		Ally inside Safety Wall are immune to external damage	
	9.1	psionics_psi_strike	Psi Strike	Active	enemy_single		Single-target psionics strike. Deals Holy damage. Psionics attacks bypass Armor, but not Barrier/Ablative Shields	
	9.1	psionics_psi_strike_jolt	Psi Strike: Jolt	Passive			Psi Strike on incapacitated ally revives them with 1 HP.	
	9.1	psionics_psi_lance	Psi Lance	Active	tile		8-tiles long, 1-tile wide lance strike. Deals Holy damage.	
	9.1	psionics_psi_vortex	Psi Vortex	Active	tile		5-tiles Holy vortex.	
	9.1	psionics_neural_feedback	Neural Feedback	Active	ally_single		Nullifies any attempt to impart Mental Impairment on target. Caster targeting allies with Neural Feedback has chance to be Dazed .	
	9.1	psionics_mind_merge	Mind Merge	Active	ally_single		Becomes immobile and defenseless. Allies receive 50% of caster's stats. Target must stay within 3-tiles of the Psion or the effect dissipates. When caster is incapacitated, Mind-Merged allies is too.	
	9.1	psionics_mind_merge_signal_boost	Mind Merge: Signal Boost	Passive			Increase distance to 11-tiles	
	9.1	psionics_mind_merge_secondary_brain	Mind Merge: Secondary Brain	Passive			Psion can resume normal combat functions when Mind-Merged.	
	9.1	psionics_luminaire	Luminaire	Active	map		Deals Holy damage to all Undead and target with Dark properties in map	
	9.1	psionics_faith_transfer	Faith Transfer	Passive			Each kill with Psionics skill restores 1 Prayer	
	9.1	psionics_time_warp	Time Warp	Active	ally_single		Grants 3 seconds of borrowed time to target. Once expires, target reverts to their original condition and position (if unoccupied). Does not work if target becomes incapacitated before 3 seconds expire.	
	9.1	psionics_time_bend	Time Bend	Active	enemy_single		Increase AP costs of all target's actions when engaged in melee-range	
	9.1	psionics_remote_sensing	Remote Sensing	Active	enemy_single		Reveals information of target	
	9.2	holy_zeal	Zeal	Active	ally_single		Increase ally's AGI	
	9.2	holy_fortress	Fortress	Active	ally_single		Target becomes immune to Mental Impairments	
	9.2	holy_battle_hymn	Battle Hymn	Active	ally_single		Increase target's STR and DEX	
	9.2	holy_rapid_casting	Rapid Casting	Active	ally_single		Incantation Skills only require 50AP to cast	
	9.2	holy_bloomfield	Bloomfield	Active	ally_single		Increase target's INT	
	9.2	holy_ablative_shield	Ablative Shield	Active	ally_single		Confers 3-hit Ablative Shield to target. Can be improved with higher Prayer level.	
	9.2	holy_blessed_aim	Blessed Aim	Active	ally_single		Increase ranged attack accuracy and chance to Crit.	
	9.2	holy_sanctus_maledicta	Sanctus Maledicta	Active	ally_single		Increase target's damage output	
	9.2	holy_benedicta_sacramonia	Benedicta Sacramonia	Active	ally_single		Increase target's Faith up to caster's Faith	
	9.2	holy_praesidium	Praesidium	Active	ally_single		Reduce damage received by allies	
	9.2	holy_ward_implement	Holy Ward Implement	Active	ally_ward_free		Allow Holy skills to be implemented on a Ward	
	9.2	holy_empowerment	Holy Empowerment	Active	ally_single		Spends Prayer to recover target's Mana	
	9.2	holy_epicure	Holy Epicure	Active	ally_single		Increase Potion effectiveness on target	
	9.2	holy_protector	Holy Protector	Active	ally_single		Increase target's PDEF	
	9.2	holy_shell	Holy Shell	Active	ally_single		Increase target's MDEF	
	9.2	holy_book	Holy Book Mastery	Passive			Increase Psionics and Genesis Skills effectiveness when wielding Holy Book	
	9.2	holy_sacrimony	Holy Sacrimony	Passive			Holy skills can be casted to all allies, provided enough Prayer	
	9.3	genesis_unlock_prayer	Unlock: Prayer Mechanics	Passive			Unlock Prayer Mechanics	
	9.3	genesis_heal	Heal	Active	any		Heal target	
	9.3	genesis_resurrect	Resurrect	Active	ally_incapacitated		Resurrect incapacitated target	
	9.3	genesis_awakened_faith	Awakened Faith	Passive			Enters combat with partially filled Prayer depending on FAI stats	
	9.3	genesis_litany	Litany	Active	self		Spend 1 full turn to recover Prayer	
	9.3	genesis_cure	Cure	Active	ally_single		Removes one physical impairment from an ally	
	9.3	genesis_cure_medical_genius	Cure: Medical Genius	Passive			Upgrades to remove all impairments in one action. Prayer cost accumulates	
	9.3	genesis_mend	Mend	Active	ally_single		Fix Maimed limb. Requires full turn.	
	9.3	genesis_aura	Aura	Active	self		Activates Holy Aura on self. 3-tiles radius. All allies in radius become Holy element. Undead and any unit with Dark properties suffer damage each second.	
	9.3	genesis_aura_regen	Aura: Regeneration	Passive			Allies inside Aura is healed every second.	
	9.3	genesis_ward	Ward	Active	tile_empty		Place Ward on empty tile. Ward is stationary and destructible. Permeates effect at 3-tiles radius. Disappears after 5 seconds. One effect per Ward	
	9.3	genesis_ward_defensible	Ward: Defensible	Passive			Ward can receive Barrier and Ablative Shield	
	9.3	genesis_ward_mastery	Ward: Mastery	Passive			Can place up to 3 Wards.	
	9.3	genesis_exorcise	Exorcise	Active	enemy_single		Attempt to instantly incapacitate Undead or Dark-properties unit. On failure, deals extreme Holy damage on target.	
	9.3	genesis_guardian_angel	Guardian Angel	Active	ally_single		The first killing blow will not incapacitate target, but leave them with 1 HP instead	
	9.3	genesis_divine_body	Divine Body	Active	ally_single		Target becomes immune to Poison, Fire, Ice, and Earth effects for 3 seconds	
	9.3	genesis_karma	Karma	Passive			Successful use of Holy Skills has chance to recharge Prayer	
	x			1.1	18		6.1	18
	x			1.2	17		6.2	18
	x			1.3	17		6.3	17
	x			2.1	18		7.1	17
	x			2.2	17		7.2	17
	x			2.3	17		7.3	17
	x			3.1	18		8.1	18
	x			3.2	18		8.2	17
	x			3.3	18		8.3	17
	x			4.1	18		9.1	17
	x			4.2	17		9.2	17
	x			4.3	18		9.3	17
	x			5.1	17			
	x			5.2	18			
	-99			5.3	17			